id	SC_unfresh_1	SC_fresh_5	SC_unfresh_2	SC_fresh_6	SC_unfresh_3	Myo_unfresh_1	SC_fresh_1	Myo_unfresh_2	SC_fresh_2	Myo_unfresh_3	SC_fresh_3	Myo_unfresh_4	SC_fresh_4
Cpb2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpd	25	17	22	9	19	30	19	12	18	48	3	51	4
Cpe	13	8	11	6	6	82	7	29	3	39	3	51	4
Cpeb1	14	15	22	5	8	1	23	0	22	4	11	8	3
Cpeb2	3	2	1	0	1	8	1	2	0	16	0	20	0
Cpeb3	4	0	2	2	0	0	3	0	3	3	1	9	0
Cpeb4	4	5	7	0	6	9	10	0	11	19	2	31	2
Cped1	10	6	6	2	5	8	4	0	0	9	1	14	1
Cphx1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cphx2	0	0	0	0	0	0	0	0	0	0	0	1	0
Cplx1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cplx2	9	3	2	1	1	16	7	11	6	23	0	28	0
Cplx3	0	0	0	0	0	3	0	1	0	10	0	4	0
Cplx4	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpm	3	1	9	3	2	3	4	1	0	1	0	1	2
Cpn1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpn2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpne1	35	8	46	17	27	61	42	33	20	49	3	65	3
Cpne2	3	5	6	3	2	29	0	19	3	48	1	67	2
Cpne3	32	16	39	16	30	78	54	20	29	52	15	53	4
Cpne4	0	0	0	0	0	21	0	3	0	6	0	0	0
Cpne5	1	0	0	0	0	1	0	0	0	2	0	4	0
Cpne6	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpne7	0	1	0	0	0	0	0	0	0	0	0	0	0
Cpne8	1223	963	1740	440	277	802	1621	166	1320	627	289	1108	116
Cpne9	1	0	2	1	0	12	0	6	0	16	0	11	1
Cpox	18	12	7	8	15	63	34	34	11	37	11	51	3
Cpped1	17	4	15	5	14	116	17	70	9	84	4	66	2
Cpq	33	32	30	27	21	51	79	38	47	119	18	148	10
Cps1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpsf1	25	10	36	7	25	103	41	76	31	61	6	62	3
Cpsf2	29	15	23	5	15	262	38	66	22	110	6	124	5
Cpsf3	38	30	58	27	30	218	123	114	57	120	18	160	10
Cpsf3l	22	12	23	6	20	123	39	79	22	70	7	90	1
Cpsf4	11	5	6	2	8	37	8	17	5	23	3	29	0
Cpsf4l	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpsf6	35	8	52	9	27	177	42	38	14	86	6	93	3
Cpsf7	55	28	54	34	33	84	67	50	33	58	16	72	8
Cpt1a	81	18	51	10	65	82	56	84	56	143	11	177	5
Cpt1b	0	0	0	0	0	0	0	0	0	1	0	0	0
Cpt1c	6	8	10	4	4	77	6	71	9	67	1	66	0
Cpt2	24	14	26	7	23	42	23	33	15	45	9	69	1
Cpvl	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpxcr1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpxm1	2	1	1	1	7	0	0	0	1	5	0	4	2
Cpxm2	0	1	2	2	0	0	4	0	1	0	0	1	1
Cpz	0	1	0	0	0	2	0	3	0	2	0	3	0
Cr1l	47	39	52	32	36	125	101	58	68	83	17	76	14
Cr2	0	0	0	0	1	0	0	0	0	0	0	0	0
Crabp1	1	0	1	0	0	10	2	1	0	4	0	10	0
Crabp2	2	0	0	0	0	45	1	21	1	121	2	171	0
Cradd	13	9	19	10	8	21	33	9	15	11	3	15	3
Cramp1l	3	5	9	4	5	21	12	6	8	15	0	19	1
Crat	28	9	28	11	21	77	31	56	25	121	9	102	3
Crb1	0	0	0	0	0	0	0	0	0	0	0	0	0
Crb2	0	0	0	0	0	0	0	0	0	0	0	0	0
Crb3	0	0	0	0	0	0	0	0	0	0	0	0	1
Crbn	31	11	28	9	22	103	42	19	14	82	10	83	2
Crcp	21	7	27	2	8	165	28	63	17	80	4	81	0
Crct1	0	0	0	0	0	0	0	0	0	2	0	2	0
Creb1	72	36	42	38	45	87	98	30	36	78	19	103	6
Creb3	46	27	40	21	35	135	62	95	24	178	20	211	3
Creb3l1	5	7	7	9	8	50	14	125	8	70	1	101	3
Creb3l2	7	5	6	1	4	13	12	10	7	7	3	19	0
Creb3l3	0	0	0	0	0	0	0	0	0	0	0	1	0
Creb3l4	0	0	2	1	1	1	3	1	0	4	0	4	1
Creb5	12	2	5	3	5	1	9	0	7	1	2	1	1
Crebbp	20	18	25	11	26	32	30	9	9	36	4	28	3
Crebl2	4	0	2	0	0	1	2	0	2	2	0	0	1
Crebrf	25	8	26	10	16	3	17	2	13	22	12	30	2
Crebzf	37	16	21	16	3	45	30	8	27	28	10	53	0
Creg1	30	24	33	5	15	36	32	7	23	39	3	69	4
Creg2	2	3	1	2	4	0	1	1	0	0	0	3	1
Creld1	9	4	13	5	10	28	9	21	8	47	0	91	0
Creld2	36	30	34	24	28	240	99	132	46	168	15	207	4
Crem	33	29	48	15	14	71	84	17	30	63	12	78	3
Crh	0	0	0	0	0	0	0	0	0	0	0	0	0
Crhbp	0	0	0	0	0	0	0	0	0	0	0	0	0
Crhr1	0	0	0	0	0	0	0	0	0	0	0	0	0
Crhr2	0	1	1	0	0	0	2	0	0	0	0	0	0
Crim1	17	7	26	4	12	9	12	4	5	1	1	12	0
Crip1	1070	736	1191	589	723	284	1650	1133	918	937	278	907	201
Crip2	901	686	1187	538	732	1774	1826	2107	1098	1506	384	1690	198
Crip3	0	0	0	0	0	0	1	0	0	0	0	0	0
Cript	52	32	79	27	37	357	140	140	52	305	15	307	16
Crisp1	0	0	0	0	0	0	0	0	0	0	0	0	0
Crisp2	0	0	0	0	0	0	0	0	0	0	0	0	0
Crisp3	0	0	0	0	0	0	0	0	0	0	0	0	0
Crisp4	0	0	0	0	0	0	0	0	0	0	0	0	0
Crispld1	0	1	0	1	0	0	0	0	0	0	0	0	0
Crispld2	3	4	12	5	8	1	8	0	5	1	2	0	1
Crk	30	13	34	12	20	131	30	23	12	88	6	139	5
Crkl	23	9	15	6	11	49	27	11	10	42	5	72	1
Crlf1	338	191	175	160	222	14	374	79	174	204	85	238	31
Crlf2	3	3	4	2	3	1	6	4	2	10	1	8	0
Crlf3	12	5	10	1	3	48	13	21	5	19	2	31	0
Crls1	11	4	15	1	13	31	6	9	3	34	4	41	0
Crmp1	0	0	0	0	0	0	0	0	0	0	0	0	0
Crnkl1	83	38	50	27	39	333	135	94	69	271	19	315	7
Crnn	0	0	0	0	0	0	0	0	0	0	0	0	0
Crocc	4	4	4	0	1	8	1	5	3	6	0	1	0
Crot	22	7	14	9	20	67	29	16	17	54	4	69	2
Crp	0	0	0	0	0	0	1	0	0	0	0	0	0
Crtac1	0	0	0	0	1	0	0	0	0	0	1	0	0
Crtam	0	0	0	0	0	0	0	0	0	1	0	1	0
Crtap	87	88	114	52	50	248	250	136	113	110	40	184	7
Crtc1	18	8	17	6	12	12	7	12	4	16	2	14	0
Crtc2	23	13	23	8	7	32	21	14	16	24	4	19	1
Crtc3	42	41	67	36	39	30	86	12	44	20	30	31	8
Crx	0	1	0	0	1	0	0	0	0	0	0	1	0
Crxos1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cry1	30	11	23	9	7	57	26	19	16	56	3	62	0
Cry2	9	9	9	3	9	7	10	6	5	12	3	16	5
Cryaa	0	0	0	0	0	0	0	0	0	1	0	0	0
Cryab	384	198	270	233	236	638	751	865	305	2824	99	2952	67
Cryba1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryba2	0	0	0	0	0	0	0	0	0	0	0	1	0
Cryba4	0	0	0	0	0	3	0	1	0	1	0	1	0
Crybb1	0	0	0	0	0	1	0	0	0	0	0	0	0
Crybb2	0	0	0	0	0	0	0	0	0	0	0	0	0
Crybb3	3	3	1	1	0	1	1	0	0	5	3	5	0
Crybg3	3	2	5	0	4	9	11	2	2	6	1	9	0
Cryga	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygb	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygc	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygd	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryge	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygf	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygn	0	0	0	0	0	2	0	0	0	5	0	6	0
Crygs	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryl1	12	8	8	7	4	5	14	3	5	8	0	6	3
Crym	0	0	0	0	3	6	4	1	2	74	0	94	0
Cryz	13	5	14	6	8	36	14	25	7	20	6	39	5
Cryzl1	35	31	37	24	19	167	58	56	35	112	14	155	10
Cs	85	46	110	38	71	511	175	437	70	255	17	317	9
Csad	11	11	15	5	9	18	22	4	15	18	8	22	0
Csdc2	39	31	56	31	44	4	62	14	37	13	23	15	7
Csde1	305	137	306	77	231	1134	372	202	165	976	57	1008	23
Cse1l	38	20	42	12	35	319	62	85	41	173	9	220	2
Csf1	20	9	9	3	14	242	13	176	5	250	6	378	1
Csf1r	2	1	4	0	7	0	1	2	0	0	0	2	0
Csf2	0	0	0	0	0	2	0	0	0	0	0	0	0
Csf2ra	4	2	9	0	1	2	4	2	3	4	6	10	0
Csf2rb	3	2	0	0	0	0	0	1	1	0	1	1	0
Csf2rb2	1	2	1	2	3	0	1	1	0	2	0	8	0
Csf3	0	0	0	0	0	0	0	0	0	0	0	0	0
Csf3r	2	0	1	1	2	1	4	0	4	1	0	2	0
Csgalnact1	16	13	15	8	4	3	18	3	12	6	7	7	2
Csgalnact2	19	5	23	7	7	24	12	12	7	20	6	17	0
Csk	22	9	27	9	11	26	34	32	14	58	2	66	0
Csl	0	0	0	0	0	0	0	0	0	0	0	0	0
Csmd1	0	0	0	0	0	1	1	0	0	0	0	0	0
Csmd3	0	0	0	0	0	0	0	0	0	0	0	0	0
Csn1s1	0	0	0	0	0	0	0	0	0	0	0	0	0
Csn1s2a	0	0	0	0	0	0	0	0	0	0	0	0	0
Csn1s2b	0	0	0	0	0	0	0	0	0	0	0	0	0
Csn2	0	0	0	0	1	0	0	0	0	0	0	0	0
Csn3	0	0	9	0	5	45	0	0	0	10	0	13	0
Csnk1a1	64	30	57	27	55	201	111	86	44	246	10	319	10
Csnk1d	70	21	75	24	56	171	87	97	41	131	25	147	10
Csnk1e	42	24	27	16	25	129	62	54	19	124	17	162	4
Csnk1g1	7	3	11	8	7	74	11	28	7	66	2	82	0
Csnk1g2	20	8	21	14	14	139	33	68	22	61	15	88	3
Csnk1g3	16	3	16	3	9	53	18	7	11	47	4	66	0
Csnk2a1	104	49	113	43	98	395	186	136	82	458	31	473	12
Csnk2a2	11	3	11	1	4	23	9	9	1	22	0	34	0
Csnk2b	79	70	113	55	66	453	209	305	102	300	36	313	20
Csnka2ip	0	0	0	0	0	0	0	0	0	0	0	0	0
Cspg4	11	9	5	8	6	1	12	9	4	16	1	7	0
Cspg5	0	0	0	0	0	0	0	0	1	0	0	0	0
Cspp1	19	6	10	6	10	51	8	28	9	30	1	40	1
Csprs	0	0	0	0	0	0	0	0	0	0	0	0	0
Csrnp1	11	11	18	1	16	11	19	11	5	9	0	11	0
Csrnp2	1	1	2	2	3	11	2	3	1	18	0	12	1
Csrnp3	1	0	2	0	0	0	0	0	0	1	0	1	0
Csrp1	11	9	16	1	8	35	30	37	11	33	7	41	1
Csrp2	87	61	52	22	52	100	99	106	52	38	18	50	5
Csrp2bp	8	6	22	3	8	50	13	18	10	33	4	41	2
Csrp3	7	2	4	0	3	55	6	49	1	588	3	649	0
Cst10	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst11	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst12	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst13	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst3	459	276	540	211	293	1260	686	1156	366	1884	130	2223	100
Cst6	5	2	3	1	1	957	4	333	1	387	6	407	0
Cst7	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst8	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst9	0	0	0	0	0	0	0	0	0	0	0	0	0
Csta	0	0	0	0	0	1	0	0	0	0	0	0	0
Cstad	0	0	0	0	0	0	0	0	0	7	0	4	0
Cstb	176	103	200	71	89	1869	328	932	163	1187	56	1446	27
Cstf1	16	12	31	11	9	120	53	79	22	68	8	99	2
Cstf2	3	4	4	1	5	95	21	43	8	44	4	60	0
Cstf2t	32	19	46	21	23	103	28	34	24	69	6	70	4
Cstf3	7	9	17	5	8	95	26	52	9	60	6	91	0
Cstl1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctag2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctage5	69	41	82	31	39	201	120	26	72	119	28	144	5
Ctbp1	120	65	96	62	34	334	200	130	85	241	23	315	18
Ctbp2	159	96	135	97	95	562	316	170	155	393	66	415	13
Ctbs	12	4	8	4	12	22	17	8	7	24	3	34	1
Ctc1	9	6	5	3	8	47	16	31	4	49	5	52	2
Ctcf	156	49	129	40	91	420	175	126	73	174	31	238	10
Ctcfl	4	1	2	3	2	12	3	2	2	10	1	13	0
Ctdnep1	46	15	36	18	16	89	57	76	27	87	9	108	2
Ctdp1	11	9	8	1	3	25	15	17	7	11	2	14	2
Ctdsp1	57	25	80	25	54	57	59	32	32	52	16	66	6
Ctdsp2	118	54	123	40	82	130	135	97	67	120	23	125	23
Ctdspl	45	23	86	21	43	2	35	4	47	6	27	1	8
Ctdspl2	32	12	18	13	19	64	33	14	17	57	11	52	3
Ctf1	5	3	6	1	5	0	8	5	4	20	5	15	2
Ctf2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctgf	28	9	22	13	21	10	12	8	11	12	5	20	4
Cth	2	0	5	3	3	40	19	11	7	47	5	77	1
Cthrc1	4	0	0	0	1	95	4	157	2	356	2	414	0
Ctif	18	22	19	13	14	50	33	28	20	56	8	88	4
Ctla2a	15	24	21	12	6	320	11	10	3	35	3	81	3
Ctla2b	3	3	6	1	2	53	1	3	1	4	0	6	0
Ctla4	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnna1	106	47	101	29	56	495	91	284	49	385	16	527	15
Ctnna2	0	0	0	0	0	0	0	0	0	1	0	0	0
Ctnna3	1	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnal1	24	9	20	8	16	41	19	13	9	17	8	20	2
Ctnnb1	133	38	112	27	62	319	106	132	61	383	12	458	7
Ctnnbip1	19	10	12	14	11	54	17	72	11	84	0	85	4
Ctnnbl1	59	19	50	19	26	166	107	130	36	96	16	107	4
Ctnnd1	77	21	65	21	44	127	70	67	44	112	13	135	4
Ctnnd2	0	0	0	0	0	1	0	2	0	0	0	0	0
Ctns	8	4	8	3	9	6	7	7	8	19	7	28	1
Ctps	15	14	31	11	9	246	56	86	20	135	1	155	1
Ctps2	15	11	13	6	13	43	22	12	24	30	5	41	2
Ctr9	22	8	24	10	16	70	40	24	12	41	7	58	5
Ctrb1	0	0	0	0	0	2	0	3	0	8	0	10	0
Ctrc	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctrl	1	0	2	0	0	1	0	0	0	0	0	1	0
Cts3	0	0	0	0	0	0	0	0	0	0	0	0	0
Cts6	0	0	0	0	0	0	0	0	0	0	0	0	0
Cts7	0	0	0	0	0	0	0	0	0	0	0	0	0
Cts8	1	0	1	0	0	2	0	1	0	0	0	3	0
Cts8-ps	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsa	65	32	67	27	46	166	129	104	54	173	22	225	7
Ctsb	430	307	485	223	293	1106	707	373	368	1251	162	1697	73
Ctsc	1	1	10	1	0	11	4	2	1	15	0	9	0
Ctsd	264	139	297	81	191	1085	333	1295	210	2490	103	2775	43
Ctse	0	0	0	0	1	0	0	0	0	0	0	0	0
Ctsf	47	11	36	6	21	7	38	9	21	26	4	31	3
Ctsg	0	0	2	0	0	6	0	0	0	8	0	16	0
Ctsh	12	5	14	4	11	252	7	102	5	79	1	71	5
Ctsj	0	0	1	0	0	0	0	0	0	0	0	0	0
Ctsk	5	0	3	0	2	5	4	3	4	4	2	7	1
Ctsl	693	338	729	246	445	7005	1201	699	594	2536	215	3204	66
Ctsll3	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsm	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctso	23	14	23	4	12	4	31	2	25	5	10	8	1
Ctsq	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsr	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctss	12	0	13	1	15	0	3	0	5	3	1	0	0
Ctsw	0	0	0	0	1	8	0	0	0	5	0	4	0
Ctsz	310	177	287	153	205	333	478	254	264	378	69	385	38
Cttn	47	11	48	11	39	621	54	420	28	423	14	498	8
Cttnbp2	0	1	0	1	0	0	0	1	0	1	0	0	0
Cttnbp2nl	13	3	8	5	2	53	8	12	10	35	1	45	0
Ctu1	3	3	4	1	1	4	8	5	6	9	1	7	3
Ctu2	30	35	43	21	20	180	85	132	34	94	10	86	5
Ctxn1	3	0	0	0	3	55	2	54	1	64	1	66	0
Ctxn2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctxn3	3	0	0	0	0	15	0	1	1	26	1	13	0
Cubn	1	0	0	0	0	6	0	3	1	4	2	1	0
Cuedc1	34	25	37	41	27	42	80	21	47	47	15	58	9
Cuedc2	192	111	234	91	123	668	467	579	228	546	57	611	36
Cul1	63	29	79	32	43	267	72	51	36	154	20	173	4
Cul2	21	3	15	4	7	63	28	25	8	67	2	74	0
Cul3	23	3	17	10	13	89	11	20	9	91	5	108	1
Cul4a	31	9	33	3	19	101	28	36	11	113	4	128	3
Cul4b	23	15	26	6	13	107	22	18	10	71	6	110	1
Cul5	38	26	59	25	24	76	44	18	23	134	12	130	6
Cul7	23	10	17	4	12	74	28	52	11	75	4	87	0
Cul9	13	2	7	10	4	23	12	17	6	22	9	27	3
Cuta	109	71	149	58	99	305	250	228	103	254	35	349	16
Cutc	25	11	20	12	8	27	36	10	17	15	4	34	0
Cux1	125	67	93	67	109	137	227	130	118	244	43	210	22
Cux2	0	1	1	0	1	0	4	0	0	0	0	0	0
Cuzd1	0	0	0	0	0	0	0	0	0	1	0	0	0
Cwc15	107	70	140	57	86	411	216	163	108	478	35	566	19
Cwc22	26	12	29	18	25	112	36	16	17	81	8	79	3
Cwc25	67	21	65	26	51	178	82	141	51	167	18	174	7
Cwc27	11	11	16	11	11	80	48	14	15	54	6	69	5
Cwf19l1	12	8	11	3	6	30	21	16	16	33	0	25	2
Cwf19l2	40	19	34	20	25	35	40	6	23	74	15	76	4
Cwh43	0	0	0	0	0	0	0	0	0	0	0	0	0
Cx3cl1	1	1	2	1	0	24	3	4	0	20	1	24	0
Cx3cr1	1	0	0	0	0	1	0	0	0	1	0	3	0
Cxadr	3	0	2	0	1	58	2	11	1	42	0	72	0
Cxcl1	38	15	25	26	20	5	63	6	7	9	4	6	1
Cxcl10	0	1	0	1	1	10	0	1	1	4	0	1	0
Cxcl11	0	0	1	0	0	0	0	0	0	0	0	0	0
Cxcl12	164	150	136	89	124	356	147	189	68	214	38	322	61
Cxcl13	1	1	6	3	0	1	4	0	3	11	1	11	4
Cxcl14	16	2	25	9	11	5	22	3	7	4	3	4	1
Cxcl16	6	0	1	2	1	1	1	3	2	1	0	1	0
Cxcl17	0	0	0	0	0	1	0	0	0	1	0	0	0
Cxcl2	1	0	0	0	2	0	0	0	0	1	0	0	0
Cxcl3	0	1	0	0	0	0	0	0	0	0	0	1	0
Cxcl5	9	2	11	2	5	12	10	9	4	10	3	13	2
Cxcl9	3	1	4	1	1	0	0	1	0	0	0	0	0
Cxcr1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	64	32	62	21	18	622	51	343	38	497	12	658	4
Cxcr3	0	0	1	0	0	0	0	0	0	0	0	0	0
Cxcr4	59	16	33	16	17	3	47	3	26	19	8	28	2
Cxcr5	3	2	0	0	0	1	2	1	0	7	0	5	0
Cxcr6	0	0	0	0	1	1	1	0	0	0	0	0	0
Cxcr7	144	106	219	56	84	166	275	56	146	94	43	142	29
Cxx1a	1	1	2	1	2	3	1	0	0	1	0	1	0
Cxx1b	5	1	2	1	4	6	2	2	0	6	1	9	0
Cxx1c	10	9	8	6	3	1	16	2	8	8	1	8	3
Cxxc1	31	37	28	24	26	92	100	82	47	59	22	72	4
Cxxc4	1	2	2	1	0	1	2	0	0	1	0	0	0
Cxxc5	112	81	136	66	89	144	178	114	85	297	62	379	26
Cyb5	192	177	240	121	116	314	376	153	217	320	93	328	64
Cyb561	1	2	3	5	1	2	10	2	6	8	0	3	2
Cyb561a3	9	6	6	8	5	52	16	38	12	52	2	49	1
Cyb561d1	3	2	3	1	1	2	4	0	0	6	2	6	1
Cyb561d2	16	8	17	6	11	55	18	53	9	35	1	50	1
Cyb5b	44	18	42	18	27	265	44	75	24	106	9	135	2
Cyb5d1	0	0	1	1	0	4	1	1	2	4	1	2	0
Cyb5d2	15	6	14	9	12	21	20	9	9	10	0	21	2
Cyb5r1	31	27	37	25	19	143	87	109	36	470	7	611	13
Cyb5r2	0	0	0	0	0	0	0	0	0	3	0	1	0
Cyb5r3	119	75	152	57	78	535	223	339	100	611	44	635	22
Cyb5r4	21	5	9	6	9	42	24	9	7	52	6	27	0
Cyb5rl	0	4	2	4	1	17	7	13	4	17	1	12	0
Cyba	62	25	60	24	39	34	80	32	49	89	24	106	8
Cybb	0	0	1	0	2	0	1	0	0	0	0	0	0
Cybrd1	0	0	1	1	0	1	2	0	1	1	1	2	0
Cyc1	43	52	86	38	32	337	166	210	78	253	16	290	12
Cycs	385	228	366	132	254	9833	922	3069	358	5115	82	5324	60
Cyct	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyfip1	56	28	44	24	35	239	84	126	36	134	11	163	6
Cyfip2	1	0	0	0	0	2	0	3	0	22	1	17	1
Cygb	10	9	8	7	1	3	10	2	4	6	1	6	3
Cyhr1	99	56	80	46	50	214	134	158	70	199	24	269	15
Cylc1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cylc2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyld	30	11	23	12	14	170	40	78	27	157	8	200	2
Cym	0	0	0	0	0	1	0	0	0	1	0	1	0
Cyp11a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11b1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11b2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp17a1	0	0	2	0	0	0	0	0	0	0	0	0	0
Cyp19a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp1a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp1a2	0	0	1	0	0	0	0	0	0	0	0	0	0
Cyp1b1	6	1	0	3	7	1	0	6	2	5	1	3	1
Cyp20a1	4	1	2	3	2	4	3	5	3	3	2	6	0
Cyp21a1	1	0	1	0	3	0	1	0	1	0	0	0	1
Cyp24a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp26a1	0	0	1	0	0	0	1	0	0	0	0	2	0
Cyp26b1	1	0	12	1	3	1	0	3	0	1	0	7	1
Cyp26c1	0	0	0	0	0	0	1	0	1	1	0	0	0
Cyp27a1	5	3	7	6	5	0	10	0	3	2	7	3	1
Cyp27b1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2a12	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2a22	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2a4	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2a5	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2ab1	0	0	0	0	0	0	0	0	0	1	0	0	0
Cyp2b10	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b13	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b19	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b23	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b9	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c29	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c37	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c38	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c39	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c40	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c44	4	1	2	1	0	0	4	1	10	0	4	0	2
Cyp2c50	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c53-ps	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c54	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c55	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c65	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c66	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c67	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c68	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c69	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c70	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d10	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d11	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d12	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d13	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d22	35	33	45	27	23	3	55	1	27	4	12	6	3
Cyp2d26	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d34	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d37-ps	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d40	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d9	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2e1	50	29	51	14	17	735	51	645	53	518	15	855	5
Cyp2f2	0	0	0	0	2	0	0	0	0	0	0	0	0
Cyp2g1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j11	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j12	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j13	0	0	0	0	0	1	0	0	0	0	0	1	0
Cyp2j5	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j6	4	11	9	3	8	135	11	27	6	72	5	60	1
Cyp2j8	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j9	3	8	4	1	3	5	4	1	1	2	0	1	0
Cyp2r1	0	0	0	0	0	2	0	0	0	0	0	0	1
Cyp2s1	0	0	0	0	0	1	0	0	0	0	0	0	0
Cyp2t4	0	1	0	0	0	0	0	0	0	0	0	0	0
Cyp2u1	1	0	2	1	2	4	1	4	0	4	0	0	0
Cyp2w1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp39a1	19	8	30	5	28	0	23	4	17	6	9	5	3
Cyp3a11	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a13	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a16	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a25	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a41a	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a41b	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a44	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a57	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp3a59	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp46a1	0	0	0	0	0	0	0	0	1	1	0	1	0
Cyp4a10	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a12a	0	0	0	0	0	0	0	0	0	0	0	0	0
